pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,timestamp,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure
43.0,41.2,420.0,38.7,17.4,32.0,122,2025-11-22 05:00:00,19.0,85.0,5.6,1015.8
42.1,40.5,847.0,44.1,17.9,26.0,122,2025-11-22 06:00:00,18.5,86.0,5.6,1015.7
46.8,45.3,1425.0,51.1,18.8,20.0,122,2025-11-22 07:00:00,18.0,87.0,6.0,1016.1
52.6,51.3,1783.0,52.9,20.5,27.0,122,2025-11-22 08:00:00,18.3,86.0,6.4,1016.8
54.1,52.9,1715.0,44.7,23.7,59.0,121,2025-11-22 09:00:00,20.7,75.0,6.9,1017.5
52.6,50.8,1427.0,31.3,27.8,103.0,123,2025-11-22 10:00:00,22.7,62.0,6.5,1017.7
56.5,52.4,1158.0,20.3,31.3,140.0,125,2025-11-22 11:00:00,25.2,53.0,3.4,1017.5
54.2,49.2,979.0,14.2,33.4,160.0,128,2025-11-22 12:00:00,27.0,44.0,1.9,1016.5
52.2,47.0,820.0,10.5,34.9,173.0,131,2025-11-22 13:00:00,27.9,40.0,2.5,1015.5
52.5,47.3,712.0,9.4,36.5,180.0,133,2025-11-22 14:00:00,28.2,38.0,5.5,1014.8
53.7,48.3,664.0,10.4,38.9,186.0,135,2025-11-22 15:00:00,28.0,39.0,9.4,1014.3
54.5,49.4,666.0,14.1,41.4,187.0,136,2025-11-22 16:00:00,27.4,41.0,12.1,1013.9
69.8,64.3,724.0,19.9,49.5,181.0,138,2025-11-22 17:00:00,27.1,41.0,10.5,1013.9
78.0,73.1,853.0,33.0,45.9,146.0,145,2025-11-22 18:00:00,25.3,48.0,7.9,1013.9
77.5,72.4,1038.0,51.2,41.0,98.0,153,2025-11-22 19:00:00,24.1,54.0,5.4,1014.5
75.7,69.6,1232.0,65.9,37.3,58.0,145,2025-11-22 20:00:00,23.3,59.0,4.4,1015.4
75.0,68.0,1484.0,74.2,36.4,35.0,145,2025-11-22 21:00:00,22.7,63.0,2.9,1015.7
78.0,69.8,1745.0,79.0,36.7,21.0,146,2025-11-22 22:00:00,22.6,62.0,0.8,1015.5
86.8,78.2,1830.0,80.2,35.6,12.0,147,2025-11-22 23:00:00,20.2,77.0,3.7,1015.6
87.5,81.5,1593.0,76.4,31.3,8.0,149,2025-11-23 00:00:00,18.7,87.0,4.5,1015.1
79.6,75.2,1179.0,69.0,25.5,9.0,150,2025-11-23 01:00:00,18.1,90.0,5.6,1015.2
73.6,70.3,838.0,61.9,20.9,11.0,151,2025-11-23 02:00:00,18.0,88.0,5.8,1014.8
69.4,66.1,614.0,56.0,18.4,12.0,151,2025-11-23 03:00:00,17.9,85.0,6.0,1014.6
65.9,62.6,463.0,50.4,17.2,14.0,152,2025-11-23 04:00:00,17.6,86.0,5.4,1014.6
75.4,72.2,496.0,49.8,15.7,8.0,152,2025-11-23 05:00:00,17.7,88.0,6.2,1014.8
72.4,68.2,882.0,52.4,17.5,5.0,153,2025-11-23 06:00:00,17.6,89.0,6.4,1014.9
76.6,72.4,1453.0,55.4,20.6,2.0,153,2025-11-23 07:00:00,17.5,89.0,6.4,1015.2
83.4,79.4,1813.0,53.9,26.3,13.0,154,2025-11-23 08:00:00,18.1,87.0,6.5,1015.8
76.4,70.8,1753.0,43.5,38.3,49.0,155,2025-11-23 09:00:00,20.0,73.0,7.2,1016.6
68.2,56.5,1483.0,28.5,53.1,99.0,155,2025-11-23 10:00:00,22.4,68.0,7.5,1017.1
65.0,51.0,1237.0,16.6,61.5,139.0,155,2025-11-23 11:00:00,24.7,63.0,5.6,1017.2
62.4,50.2,1083.0,10.7,57.9,161.0,155,2025-11-23 12:00:00,25.8,63.0,1.8,1016.0
62.2,48.8,953.0,7.9,48.0,172.0,155,2025-11-23 13:00:00,26.8,56.0,2.6,1015.1
63.1,47.3,874.0,7.1,39.8,177.0,155,2025-11-23 14:00:00,27.0,55.0,5.9,1014.5
63.1,46.4,860.0,7.1,36.5,176.0,155,2025-11-23 15:00:00,26.9,57.0,8.2,1014.0
61.7,46.7,897.0,9.1,34.9,167.0,155,2025-11-23 16:00:00,26.5,58.0,9.8,1013.5
58.9,50.8,973.0,17.4,36.7,156.0,155,2025-11-23 17:00:00,26.2,57.0,10.9,1013.7
74.5,68.9,1121.0,40.3,35.3,120.0,155,2025-11-23 18:00:00,24.7,55.0,10.1,1013.5
78.5,74.0,1308.0,71.8,33.4,70.0,155,2025-11-23 19:00:00,23.7,56.0,7.2,1014.0
80.3,76.4,1420.0,94.5,32.2,32.0,155,2025-11-23 20:00:00,22.7,63.0,3.3,1014.3
83.8,79.9,1409.0,100.5,33.0,17.0,155,2025-11-23 21:00:00,21.2,71.0,5.2,1015.2
88.0,84.3,1325.0,97.6,34.7,15.0,155,2025-11-23 22:00:00,19.9,77.0,6.2,1015.6
81.5,78.9,1200.0,92.1,34.6,14.0,155,2025-11-23 23:00:00,19.4,78.0,6.1,1016.0
71.9,69.6,1016.0,85.6,31.3,13.0,155,2025-11-24 00:00:00,19.1,80.0,5.8,1015.6
63.3,61.0,791.0,76.5,26.2,13.0,155,2025-11-24 01:00:00,18.7,83.0,6.1,1015.3
56.6,54.4,622.0,66.4,22.0,16.0,155,2025-11-24 02:00:00,18.4,85.0,6.3,1015.1
51.1,49.1,518.0,53.5,19.2,22.0,154,2025-11-24 03:00:00,18.2,82.0,6.5,1014.7
46.7,44.7,469.0,39.6,17.1,29.0,154,2025-11-24 04:00:00,17.9,80.0,6.8,1014.8
49.5,47.3,536.0,45.4,17.3,21.0,154,2025-11-24 05:00:00,16.9,87.0,6.6,1015.0
47.1,45.2,830.0,49.3,19.1,18.0,153,2025-11-24 06:00:00,16.6,86.0,7.2,1015.0
51.5,49.5,1240.0,54.1,21.8,15.0,153,2025-11-24 07:00:00,16.6,84.0,7.6,1015.3
58.0,56.0,1494.0,53.6,24.7,23.0,152,2025-11-24 08:00:00,17.3,80.0,7.6,1016.2
57.6,55.5,1454.0,42.6,28.6,52.0,152,2025-11-24 09:00:00,19.6,63.0,8.3,1017.2
53.3,49.8,1259.0,26.1,32.7,93.0,151,2025-11-24 10:00:00,21.8,60.0,8.5,1017.9
42.7,37.7,1054.0,13.4,34.1,124.0,151,2025-11-24 11:00:00,24.3,52.0,7.1,1017.6
36.8,31.3,843.0,7.6,30.4,138.0,151,2025-11-24 12:00:00,26.2,42.0,6.7,1016.5
34.1,28.9,622.0,5.5,24.0,143.0,150,2025-11-24 13:00:00,27.4,35.0,4.3,1015.2
31.7,27.1,521.0,6.3,19.1,142.0,150,2025-11-24 14:00:00,27.9,31.0,2.9,1014.5
29.8,25.7,577.0,9.3,17.3,137.0,148,2025-11-24 15:00:00,28.1,28.0,2.0,1014.0
28.6,25.0,752.0,15.2,17.1,127.0,146,2025-11-24 16:00:00,28.1,28.0,3.2,1013.8
34.2,31.1,1066.0,21.3,20.7,122.0,144,2025-11-24 17:00:00,27.4,32.0,7.3,1014.3
58.7,55.8,1710.0,46.3,27.1,91.0,142,2025-11-24 18:00:00,25.2,47.0,7.1,1014.5
76.4,73.1,2492.0,80.3,35.7,49.0,140,2025-11-24 19:00:00,23.5,58.0,5.6,1015.5
82.4,79.6,2858.0,102.3,40.2,19.0,140,2025-11-24 20:00:00,22.2,65.0,3.7,1016.2
72.9,71.2,2424.0,101.9,36.7,11.0,140,2025-11-24 21:00:00,20.4,74.0,4.7,1016.8
58.8,58.1,1574.0,89.4,29.2,15.0,140,2025-11-24 22:00:00,19.5,71.0,6.2,1017.1
48.0,47.4,904.0,74.8,22.5,23.0,137,2025-11-24 23:00:00,19.4,72.0,6.1,1017.4
42.6,41.8,665.0,59.6,18.4,33.0,134,2025-11-25 00:00:00,19.0,70.0,6.5,1017.0
40.4,39.1,607.0,42.3,15.3,46.0,131,2025-11-25 01:00:00,18.6,70.0,6.9,1016.8
39.8,38.2,576.0,28.0,13.1,58.0,128,2025-11-25 02:00:00,18.3,70.0,7.2,1016.5
39.8,37.7,507.0,18.0,11.9,69.0,127,2025-11-25 03:00:00,18.1,68.0,8.0,1016.1
39.6,37.3,466.0,11.1,11.7,80.0,125,2025-11-25 04:00:00,17.9,65.0,8.4,1015.8
39.5,37.0,495.0,11.6,12.3,74.0,125,2025-11-25 05:00:00,17.5,65.0,9.7,1015.9
39.2,36.9,667.0,19.3,13.0,68.0,124,2025-11-25 06:00:00,17.4,64.0,10.6,1016.1
41.4,39.1,910.0,29.5,14.2,62.0,123,2025-11-25 07:00:00,17.5,61.0,11.4,1016.4
44.7,42.5,1045.0,34.7,16.2,64.0,122,2025-11-25 08:00:00,18.3,57.0,12.2,1017.3
45.3,43.3,969.0,30.2,20.2,83.0,120,2025-11-25 09:00:00,20.0,50.0,13.5,1018.1
44.1,41.7,785.0,20.7,25.0,111.0,119,2025-11-25 10:00:00,22.4,45.0,15.6,1018.8
45.3,42.8,627.0,12.8,27.8,133.0,118,2025-11-25 11:00:00,24.4,37.0,15.9,1018.7
38.4,36.3,530.0,8.2,26.7,145.0,119,2025-11-25 12:00:00,25.8,33.0,15.9,1017.4
34.7,32.8,459.0,5.1,23.5,152.0,119,2025-11-25 13:00:00,26.8,30.0,13.7,1016.0
35.3,33.4,437.0,4.7,21.1,153.0,120,2025-11-25 14:00:00,27.5,25.0,10.1,1014.9
35.6,33.8,480.0,7.9,20.6,149.0,120,2025-11-25 15:00:00,27.8,23.0,8.5,1014.0
36.3,34.5,572.0,13.8,20.7,139.0,121,2025-11-25 16:00:00,27.7,24.0,9.6,1013.9
30.2,29.5,688.0,19.4,21.3,126.0,122,2025-11-25 17:00:00,27.5,26.0,8.7,1014.0
40.9,40.5,861.0,31.1,21.3,104.0,122,2025-11-25 18:00:00,26.0,36.0,5.8,1014.2
43.8,43.4,1059.0,46.7,21.3,75.0,120,2025-11-25 19:00:00,24.0,47.0,5.1,1014.6
42.4,41.9,1158.0,55.1,21.1,55.0,117,2025-11-25 20:00:00,22.3,55.0,6.4,1015.2
42.0,41.4,1081.0,49.7,20.7,55.0,113,2025-11-25 21:00:00,21.2,56.0,8.4,1015.5
43.2,42.4,905.0,37.1,20.3,66.0,110,2025-11-25 22:00:00,20.7,55.0,8.8,1015.8
44.6,43.7,742.0,26.1,19.8,75.0,109,2025-11-25 23:00:00,20.5,51.0,9.0,1015.8
45.1,44.0,621.0,19.9,19.4,80.0,108,2025-11-26 00:00:00,20.0,53.0,9.0,1015.4
45.1,43.9,512.0,15.3,19.1,83.0,108,2025-11-26 01:00:00,19.5,55.0,8.5,1014.9
45.2,43.9,436.0,11.9,18.8,86.0,109,2025-11-26 02:00:00,19.1,57.0,8.4,1014.8
45.4,44.1,381.0,8.7,18.5,89.0,110,2025-11-26 03:00:00,19.0,56.0,7.6,1014.2
45.9,44.5,358.0,6.6,18.3,92.0,110,2025-11-26 04:00:00,18.7,59.0,6.9,1014.3
46.2,44.9,421.0,7.9,18.5,91.0,111,2025-11-26 05:00:00,18.3,63.0,7.6,1014.6
47.1,45.9,665.0,16.9,19.4,81.0,112,2025-11-26 06:00:00,18.0,65.0,6.6,1015.1
50.6,49.4,995.0,28.9,20.7,68.0,113,2025-11-26 07:00:00,18.0,64.0,6.7,1015.6
54.7,53.6,1182.0,35.5,21.7,65.0,114,2025-11-26 08:00:00,18.5,60.0,6.7,1016.3
55.4,54.2,1089.0,31.7,22.2,80.0,115,2025-11-26 09:00:00,20.7,43.0,7.8,1017.1
50.9,49.6,853.0,22.4,22.4,104.0,116,2025-11-26 10:00:00,22.5,39.0,11.0,1017.6
37.8,36.7,652.0,14.5,21.9,125.0,117,2025-11-26 11:00:00,24.8,32.0,8.7,1017.1
26.1,25.1,541.0,9.5,19.9,138.0,116,2025-11-26 12:00:00,26.4,30.0,10.0,1016.2
22.9,21.7,466.0,5.8,17.2,147.0,115,2025-11-26 13:00:00,27.7,27.0,8.5,1015.0
22.4,21.1,445.0,5.1,15.4,150.0,114,2025-11-26 14:00:00,28.6,24.0,6.1,1014.1
22.0,20.8,457.0,8.5,15.4,146.0,113,2025-11-26 15:00:00,28.9,23.0,6.3,1013.2
21.9,20.7,523.0,14.9,16.3,135.0,111,2025-11-26 16:00:00,28.5,25.0,7.8,1013.3
32.7,31.4,724.0,26.1,18.7,120.0,110,2025-11-26 17:00:00,27.3,33.0,10.5,1013.5
47.0,46.1,1241.0,44.3,19.1,93.0,110,2025-11-26 18:00:00,25.8,40.0,9.1,1013.9
49.2,48.5,1892.0,68.7,19.6,55.0,111,2025-11-26 19:00:00,24.6,49.0,5.3,1014.3
40.6,40.2,2220.0,81.4,19.3,32.0,111,2025-11-26 20:00:00,23.6,54.0,2.9,1015.0
34.5,34.0,1923.0,71.7,17.5,35.0,111,2025-11-26 21:00:00,22.5,57.0,4.1,1015.4
31.4,31.0,1301.0,50.4,14.9,52.0,110,2025-11-26 22:00:00,21.5,56.0,5.8,1015.6
30.6,29.9,799.0,32.3,12.8,67.0,109,2025-11-26 23:00:00,20.5,51.0,7.2,1016.4
31.2,30.4,591.0,22.7,11.7,75.0,108,2025-11-27 00:00:00,19.9,52.0,7.4,1016.2
32.6,31.7,503.0,16.3,11.1,81.0,106,2025-11-27 01:00:00,19.5,52.0,8.0,1016.2
34.3,33.3,450.0,11.6,10.9,87.0,105,2025-11-27 02:00:00,19.2,51.0,8.9,1015.8
35.7,34.6,399.0,7.9,11.1,93.0,104,2025-11-27 03:00:00,18.9,52.0,9.9,1015.4
36.7,35.5,384.0,5.8,11.7,98.0,103,2025-11-27 04:00:00,18.8,52.0,10.6,1015.3
36.2,35.0,423.0,7.9,12.1,90.0,102,2025-11-27 05:00:00,18.3,52.0,9.8,1015.5
37.1,36.0,571.0,14.2,13.4,86.0,101,2025-11-27 06:00:00,18.2,53.0,10.5,1016.1
39.8,38.6,774.0,22.7,15.2,80.0,100,2025-11-27 07:00:00,18.1,52.0,10.8,1016.6
42.3,41.1,885.0,27.0,17.1,81.0,99,2025-11-27 08:00:00,18.6,50.0,11.2,1017.3
42.6,41.7,817.0,23.3,19.2,93.0,98,2025-11-27 09:00:00,20.3,44.0,12.0,1018.0
38.3,37.1,657.0,15.6,21.3,112.0,97,2025-11-27 10:00:00,22.7,37.0,15.9,1018.8
29.9,29.0,526.0,9.2,22.1,127.0,96,2025-11-27 11:00:00,24.4,34.0,19.6,1018.6
25.6,24.5,460.0,6.0,20.4,136.0,95,2025-11-27 12:00:00,26.4,29.0,22.9,1017.3
26.4,25.1,421.0,4.2,17.4,141.0,95,2025-11-27 13:00:00,27.4,25.0,23.5,1015.8
26.7,25.4,420.0,4.2,15.2,143.0,95,2025-11-27 14:00:00,28.0,23.0,22.8,1014.9
27.2,25.8,469.0,6.4,14.7,141.0,96,2025-11-27 15:00:00,28.2,22.0,20.4,1014.9
27.9,26.7,556.0,10.3,15.0,135.0,96,2025-11-27 16:00:00,27.9,22.0,18.6,1014.8
32.0,31.2,649.0,15.4,16.1,126.0,97,2025-11-27 17:00:00,27.6,24.0,18.7,1015.0
38.1,37.5,762.0,21.4,16.9,113.0,96,2025-11-27 18:00:00,26.0,29.0,15.3,1015.2
40.5,39.9,883.0,29.4,18.0,95.0,96,2025-11-27 19:00:00,24.4,32.0,14.3,1016.0
39.9,39.5,938.0,33.5,18.9,83.0,95,2025-11-27 20:00:00,23.2,36.0,13.4,1016.6
38.4,37.8,882.0,30.4,19.4,83.0,95,2025-11-27 21:00:00,22.5,39.0,14.4,1017.1
36.8,36.3,761.0,23.4,19.7,89.0,95,2025-11-27 22:00:00,21.8,41.0,14.9,1017.0
35.0,34.5,644.0,17.0,19.8,96.0,96,2025-11-27 23:00:00,21.1,41.0,16.4,1017.6
33.2,32.6,546.0,12.5,19.6,102.0,96,2025-11-28 00:00:00,20.9,41.0,16.6,1017.4
31.9,31.3,452.0,8.7,19.1,107.0,96,2025-11-28 01:00:00,20.5,42.0,16.7,1016.8
31.5,31.1,391.0,6.0,18.8,111.0,96,2025-11-28 02:00:00,20.2,43.0,17.2,1016.8
31.9,31.4,366.0,4.3,18.7,112.0,96,2025-11-28 03:00:00,19.9,44.0,17.2,1016.1
32.5,31.9,374.0,3.7,18.7,111.0,96,2025-11-28 04:00:00,19.7,45.0,17.3,1016.4
32.2,31.5,438.0,5.8,19.0,104.0,95,2025-11-28 05:00:00,19.2,45.0,14.5,1016.7
32.9,32.2,617.0,12.2,19.7,97.0,95,2025-11-28 06:00:00,19.1,46.0,14.1,1017.1
35.4,34.6,853.0,20.7,20.6,88.0,95,2025-11-28 07:00:00,18.9,47.0,13.5,1017.6
38.3,37.5,994.0,25.4,21.6,86.0,94,2025-11-28 08:00:00,19.2,47.0,13.0,1018.4
39.6,38.6,955.0,22.7,22.9,99.0,94,2025-11-28 09:00:00,20.2,45.0,14.0,1018.9
40.5,39.1,822.0,16.1,24.2,118.0,94,2025-11-28 10:00:00,22.2,38.0,16.3,1019.4
43.0,41.2,699.0,10.6,24.5,135.0,94,2025-11-28 11:00:00,23.7,33.0,19.7,1018.7
42.8,41.1,608.0,7.3,22.7,145.0,95,2025-11-28 12:00:00,25.4,27.0,21.3,1017.6
40.7,39.0,528.0,4.9,19.9,151.0,97,2025-11-28 13:00:00,26.5,24.0,20.8,1016.1
39.6,37.7,496.0,4.8,17.9,153.0,98,2025-11-28 14:00:00,27.1,23.0,20.0,1015.4
39.2,37.4,537.0,7.9,17.8,149.0,99,2025-11-28 15:00:00,27.4,23.0,18.7,1014.5
39.7,38.0,626.0,13.2,18.5,140.0,100,2025-11-28 16:00:00,27.2,22.0,17.3,1014.5
34.9,34.0,730.0,19.0,19.8,128.0,101,2025-11-28 17:00:00,27.1,22.0,16.8,1014.9
42.3,41.6,864.0,25.9,20.0,112.0,105,2025-11-28 18:00:00,25.5,29.0,14.5,1015.2
44.4,43.8,1012.0,35.2,20.2,91.0,103,2025-11-28 19:00:00,24.0,34.0,13.6,1015.6
44.1,43.5,1094.0,40.1,20.6,77.0,102,2025-11-28 20:00:00,23.0,37.0,13.0,1016.1
44.2,43.7,1066.0,36.7,21.2,77.0,103,2025-11-28 21:00:00,22.0,43.0,11.2,1016.6
44.8,44.0,972.0,29.0,21.9,85.0,103,2025-11-28 22:00:00,21.0,48.0,10.4,1016.3
45.1,44.2,868.0,21.9,22.2,93.0,104,2025-11-28 23:00:00,20.5,49.0,12.2,1016.6
44.1,43.3,760.0,16.8,21.9,98.0,105,2025-11-29 00:00:00,20.0,52.0,11.7,1016.1
42.7,41.9,643.0,12.3,21.2,103.0,106,2025-11-29 01:00:00,19.6,53.0,11.5,1016.2
41.6,40.7,556.0,9.0,20.8,107.0,107,2025-11-29 02:00:00,19.1,54.0,11.5,1015.8
40.5,39.7,500.0,6.4,20.7,109.0,108,2025-11-29 03:00:00,18.7,55.0,11.6,1015.4
39.8,39.0,474.0,5.0,20.7,109.0,109,2025-11-29 04:00:00,18.4,54.0,11.6,1015.2
40.0,39.2,514.0,6.8,20.9,104.0,110,2025-11-29 05:00:00,18.2,52.0,12.1,1015.7
40.5,39.7,686.0,14.7,22.0,95.0,111,2025-11-29 06:00:00,18.0,52.0,11.9,1015.9
43.4,42.5,924.0,25.3,23.5,83.0,112,2025-11-29 07:00:00,17.7,53.0,11.4,1016.5
47.1,46.3,1061.0,31.1,25.2,81.0,112,2025-11-29 08:00:00,17.9,52.0,11.3,1017.2
48.1,47.3,1002.0,27.5,27.5,97.0,113,2025-11-29 09:00:00,19.2,45.0,12.4,1017.8
46.9,45.8,843.0,19.2,30.0,122.0,114,2025-11-29 10:00:00,21.3,38.0,15.0,1018.3
47.0,45.5,701.0,12.2,31.1,142.0,115,2025-11-29 11:00:00,23.1,34.0,14.8,1017.5
46.4,44.6,603.0,8.3,29.4,154.0,115,2025-11-29 12:00:00,24.8,28.0,17.1,1016.5
44.1,42.3,523.0,5.7,26.2,161.0,116,2025-11-29 13:00:00,25.8,28.0,16.4,1015.6
42.7,40.9,499.0,5.7,23.9,163.0,116,2025-11-29 14:00:00,26.6,27.0,16.3,1014.7
42.0,40.3,553.0,8.8,23.7,159.0,116,2025-11-29 15:00:00,26.9,26.0,15.5,1014.0
42.4,40.7,663.0,14.4,24.4,150.0,117,2025-11-29 16:00:00,26.8,26.0,14.6,1013.3
25.8,25.4,799.0,19.2,24.6,139.0,117,2025-11-29 17:00:00,27.1,26.0,13.3,1013.3
38.2,37.8,996.0,29.3,23.9,118.0,120,2025-11-29 18:00:00,25.8,33.0,10.9,1013.6
40.5,40.3,1220.0,42.9,22.9,90.0,119,2025-11-29 19:00:00,24.5,36.0,11.0,1014.2
39.0,38.8,1338.0,49.9,22.0,72.0,115,2025-11-29 20:00:00,23.5,39.0,11.2,1014.8
38.9,38.4,1266.0,44.3,21.4,73.0,115,2025-11-29 21:00:00,22.4,43.0,10.5,1014.8
39.6,39.1,1088.0,32.2,20.8,83.0,114,2025-11-29 22:00:00,21.1,49.0,9.4,1015.0
39.8,39.2,923.0,22.0,20.4,91.0,114,2025-11-29 23:00:00,20.2,52.0,9.7,1015.5
38.9,38.4,808.0,17.0,20.1,93.0,113,2025-11-30 00:00:00,19.5,55.0,9.2,1015.1
37.4,36.8,707.0,14.1,19.8,93.0,113,2025-11-30 01:00:00,18.8,58.0,8.7,1014.8
36.1,35.5,626.0,11.9,19.7,92.0,112,2025-11-30 02:00:00,18.3,59.0,8.5,1014.5
35.2,34.6,546.0,9.4,19.5,92.0,112,2025-11-30 03:00:00,18.3,55.0,8.0,1014.4
34.6,34.0,486.0,7.8,19.5,92.0,111,2025-11-30 04:00:00,18.0,56.0,7.9,1014.3
34.7,34.1,514.0,10.0,19.3,86.0,111,2025-11-30 05:00:00,17.7,58.0,8.2,1014.3
35.3,34.7,714.0,19.9,20.4,76.0,110,2025-11-30 06:00:00,17.5,59.0,8.0,1014.9
39.0,38.4,1001.0,33.1,22.1,62.0,110,2025-11-30 07:00:00,17.1,59.0,7.6,1015.7
44.5,43.9,1186.0,40.0,24.1,61.0,109,2025-11-30 08:00:00,17.1,58.0,8.0,1016.3
49.6,49.1,1182.0,34.7,26.9,82.0,109,2025-11-30 09:00:00,19.1,44.0,8.5,1017.1
47.1,46.3,1077.0,23.0,30.0,115.0,109,2025-11-30 10:00:00,21.0,37.0,9.0,1017.3
38.1,36.9,946.0,13.7,32.5,141.0,109,2025-11-30 11:00:00,23.9,30.0,9.4,1017.0
31.7,30.7,770.0,9.3,33.7,153.0,108,2025-11-30 12:00:00,25.9,23.0,11.2,1015.4
28.8,27.9,568.0,7.1,34.3,158.0,107,2025-11-30 13:00:00,27.0,21.0,12.5,1014.3
27.5,26.6,469.0,7.7,34.8,157.0,105,2025-11-30 14:00:00,27.4,23.0,13.0,1013.5
27.0,26.1,564.0,10.4,35.5,152.0,104,2025-11-30 15:00:00,27.2,25.0,13.3,1012.8
26.5,25.7,762.0,15.9,36.0,142.0,102,2025-11-30 16:00:00,26.6,28.0,13.0,1012.5
22.4,22.4,925.0,25.1,36.5,127.0,101,2025-11-30 17:00:00,26.1,33.0,11.7,1012.7
38.1,38.0,965.0,44.1,35.3,99.0,110,2025-11-30 18:00:00,24.8,41.0,8.7,1013.0
39.6,39.5,969.0,70.0,33.5,60.0,107,2025-11-30 19:00:00,23.8,48.0,5.1,1013.4
38.1,38.1,1059.0,88.1,31.9,30.0,100,2025-11-30 20:00:00,22.9,54.0,3.9,1013.9
38.4,38.3,1379.0,91.0,30.9,19.0,100,2025-11-30 21:00:00,21.9,60.0,3.7,1013.9
40.2,39.9,1783.0,86.1,30.1,18.0,100,2025-11-30 22:00:00,21.1,66.0,3.2,1014.2
41.8,41.6,1961.0,80.2,28.7,17.0,100,2025-11-30 23:00:00,19.0,79.0,4.7,1014.6
42.7,42.6,1704.0,75.9,25.9,13.0,101,2025-12-01 00:00:00,18.0,83.0,4.8,1014.3
42.5,42.3,1220.0,70.7,22.4,11.0,101,2025-12-01 01:00:00,17.6,85.0,4.5,1013.9
41.8,41.6,817.0,63.7,19.9,12.0,102,2025-12-01 02:00:00,17.3,86.0,4.5,1013.6
39.2,38.9,545.0,51.8,19.0,21.0,102,2025-12-01 03:00:00,17.1,87.0,4.8,1013.2
33.9,33.5,354.0,38.2,18.9,35.0,103,2025-12-01 04:00:00,16.6,89.0,4.9,1013.2
29.3,28.6,404.0,30.9,19.3,44.0,103,2025-12-01 05:00:00,16.3,92.0,5.5,1013.3
28.2,27.2,945.0,40.2,20.3,34.0,102,2025-12-01 06:00:00,15.7,95.0,6.1,1013.7
34.0,32.8,1727.0,52.4,21.7,21.0,101,2025-12-01 07:00:00,15.5,95.0,6.6,1014.2
45.5,44.4,2159.0,57.1,23.2,20.0,101,2025-12-01 08:00:00,16.1,92.0,6.2,1015.2
39.5,37.6,1893.0,47.0,24.9,43.0,101,2025-12-01 09:00:00,18.7,80.0,6.5,1015.6
33.1,28.3,1278.0,29.5,26.7,79.0,100,2025-12-01 10:00:00,22.1,50.0,8.9,1015.9
31.1,22.5,764.0,15.5,27.8,106.0,98,2025-12-01 11:00:00,24.6,30.0,10.3,1015.4
29.6,20.0,507.0,9.4,27.7,118.0,97,2025-12-01 12:00:00,25.7,22.0,13.3,1014.3
28.5,18.9,351.0,7.0,26.9,121.0,96,2025-12-01 13:00:00,26.1,20.0,15.3,1013.6
27.8,18.0,286.0,6.6,26.2,121.0,95,2025-12-01 14:00:00,26.2,20.0,16.8,1012.4
27.9,17.6,311.0,6.6,26.1,120.0,94,2025-12-01 15:00:00,25.9,22.0,16.1,1012.1
27.9,17.4,426.0,8.7,26.1,114.0,93,2025-12-01 16:00:00,25.5,25.0,13.9,1011.8
24.6,16.0,618.0,15.7,24.9,102.0,93,2025-12-01 17:00:00,25.4,28.0,11.2,1011.7
32.1,25.8,929.0,32.5,24.0,78.0,92,2025-12-01 18:00:00,24.1,37.0,8.4,1011.9
36.1,30.3,1317.0,55.7,22.9,45.0,91,2025-12-01 19:00:00,23.1,45.0,5.9,1012.6
37.4,31.7,1646.0,73.0,22.0,21.0,90,2025-12-01 20:00:00,22.1,52.0,4.4,1013.4
38.9,32.9,1900.0,79.6,22.0,12.0,90,2025-12-01 21:00:00,21.5,56.0,2.5,1013.8
41.9,35.0,2096.0,80.4,22.4,12.0,89,2025-12-01 22:00:00,21.4,57.0,0.8,1013.6
45.9,37.5,2146.0,77.0,22.1,15.0,89,2025-12-01 23:00:00,20.7,61.0,0.5,1014.2
44.5,35.4,1977.0,67.7,20.6,23.0,88,2025-12-02 00:00:00,20.3,63.0,2.0,1013.8
41.6,32.7,1662.0,54.4,18.5,34.0,88,2025-12-02 01:00:00,18.0,73.0,5.4,1013.6
41.1,31.9,1338.0,44.4,16.6,39.0,87,2025-12-02 02:00:00,15.5,84.0,7.1,1013.4
41.2,32.4,982.0,41.0,14.7,33.0,86,2025-12-02 03:00:00,15.6,80.0,7.9,1013.2
37.6,31.2,615.0,41.0,13.0,21.0,85,2025-12-02 04:00:00,15.9,73.0,7.9,1013.2
39.2,33.4,441.0,45.6,15.5,13.0,85,2025-12-02 05:00:00,15.8,71.0,7.6,1013.3
36.1,31.9,629.0,46.8,16.3,9.0,86,2025-12-02 06:00:00,15.4,70.0,7.9,1013.5
40.5,36.7,1009.0,48.3,17.7,5.0,86,2025-12-02 07:00:00,15.2,67.0,7.4,1014.4
47.6,44.9,1274.0,47.2,21.3,12.0,86,2025-12-02 08:00:00,15.5,62.0,7.7,1015.0
43.9,40.6,1289.0,41.6,29.1,38.0,87,2025-12-02 09:00:00,17.3,47.0,7.9,1015.9
40.0,33.9,1189.0,33.6,39.2,74.0,87,2025-12-02 10:00:00,19.9,42.0,7.7,1015.9
